,Tenure,WarehouseToHome,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single
2256,9.0,7.0,3,4,2,1,2.0,123.02,1,False,False,True,False,True
2257,3.0,15.0,6,5,5,0,3.0,222.15,0,False,True,False,True,False
2258,4.0,12.0,5,3,3,0,3.0,186.18,0,False,True,False,True,False
2260,1.0,17.0,4,3,3,1,2.0,135.09,1,False,False,True,False,True
2261,9.0,9.0,3,2,2,0,0.0,117.06,0,False,False,True,False,False
2262,10.0,34.0,4,3,8,0,8.0,177.37,0,False,True,False,True,False
2263,1.0,8.0,6,3,3,0,1.0,138.59,1,False,False,True,False,True
2265,10.0,6.0,3,2,5,0,2.0,174.91,0,False,False,False,False,True
2267,15.0,11.0,3,4,10,1,7.0,184.46,1,False,False,False,False,True
2269,6.0,11.0,4,2,5,0,2.0,171.19,0,False,False,False,True,False
2270,1.0,9.0,4,1,8,1,3.0,162.22,1,False,False,True,True,False
2271,28.0,24.0,3,4,4,1,7.0,163.85,0,False,True,False,True,False
2272,7.0,13.0,3,1,2,0,0.0,129.72,0,False,False,True,False,True
2274,18.0,8.0,3,4,1,0,7.0,148.05,0,False,True,False,False,False
2275,19.0,30.0,4,5,3,1,9.0,161.33,0,False,True,False,True,False
2277,1.0,30.0,5,1,9,1,1.0,166.57,0,False,True,False,True,False
2279,15.0,26.0,4,5,4,0,1.0,155.72,0,False,True,False,True,False
2281,22.0,13.0,4,3,9,0,0.0,145.0,0,False,False,False,False,True
2283,1.0,9.0,4,5,5,0,1.0,148.22,0,False,False,True,True,False
2284,3.0,12.0,4,2,5,0,1.0,145.86,1,False,True,False,False,False
2285,5.0,15.0,4,2,3,0,10.0,232.93,0,False,False,False,True,False
2286,1.0,10.0,5,3,3,0,3.0,155.33,0,False,False,True,False,True
2287,11.0,18.0,4,1,3,1,8.0,246.85,0,False,False,False,True,False
2288,13.0,14.0,3,3,3,0,2.0,123.45,0,False,False,True,True,False
2292,9.0,7.0,3,1,2,0,3.0,120.44,0,False,False,True,True,False
2294,1.0,29.0,4,3,3,1,1.0,141.75,1,False,False,True,False,True
2297,1.0,11.0,4,3,3,0,1.0,148.18,0,False,False,True,False,True
2298,9.0,9.0,4,1,1,0,4.0,176.44,0,False,False,False,True,False
2300,4.0,8.0,3,5,8,0,3.0,153.32,0,False,True,False,False,True
2301,1.0,11.0,3,5,1,0,3.0,184.63,0,False,True,False,False,True
2303,10.0,7.0,4,4,2,0,6.0,177.28,0,False,True,False,True,False
2304,1.0,17.0,4,5,3,0,3.0,212.93,0,False,False,False,True,False
2305,11.0,6.0,4,2,5,0,1.0,186.86,0,False,True,False,False,True
2308,3.0,14.0,4,1,3,1,1.0,191.23,0,False,True,False,True,False
2309,4.0,36.0,4,5,10,0,4.0,166.15,0,False,True,False,True,False
2310,14.0,13.0,1,3,2,0,8.0,133.76,0,False,False,True,True,False
2311,1.0,21.0,4,3,3,0,1.0,140.14,0,False,False,True,False,True
2312,9.0,27.0,3,2,8,0,2.0,122.58,0,False,False,True,False,False
2313,2.0,6.0,3,3,2,0,9.0,143.19,0,False,True,False,True,False
2314,1.0,28.0,5,5,2,0,1.0,147.96,0,False,False,True,True,False
2315,9.0,31.0,3,4,2,1,8.0,120.22,1,False,False,True,True,False
2316,5.0,10.0,4,3,2,0,8.0,161.62,0,False,True,False,False,False
2317,2.0,14.0,4,2,7,0,3.0,125.32,0,False,False,True,True,False
2318,1.0,9.0,4,1,2,0,3.0,167.27,0,False,True,False,True,False
2319,14.0,9.0,4,4,3,0,4.0,189.38,0,False,True,False,True,False
2320,9.0,10.0,4,2,2,0,8.0,158.1,0,False,True,False,False,True
2322,9.0,30.0,4,5,5,1,3.0,165.14,0,False,False,True,True,False
2325,9.0,6.0,3,2,5,0,0.0,166.53,0,False,True,False,False,True
2327,0.0,28.0,3,3,2,1,7.0,161.79,1,False,True,False,True,False
2328,1.0,13.0,2,1,2,0,8.0,150.44,0,False,False,True,True,False
2329,20.0,10.0,3,1,2,1,7.0,141.63,0,False,True,False,False,True
2332,13.0,15.0,4,3,3,0,8.0,162.55,0,False,False,True,False,False
2334,6.0,14.0,3,4,3,0,4.0,152.94,0,False,False,True,False,False
2335,5.0,6.0,3,2,1,0,2.0,123.14,0,False,False,True,True,False
2336,13.0,17.0,4,5,4,0,8.0,178.77,0,False,True,False,True,False
2337,5.0,14.0,1,2,2,0,8.0,162.09,0,False,True,False,False,False
2338,8.0,8.0,5,4,7,0,3.0,157.94,0,False,False,True,True,False
2339,3.0,10.0,4,3,6,1,1.0,177.38,1,False,True,False,True,False
2340,0.0,10.0,4,1,1,0,4.0,131.62,0,False,False,True,True,False
2342,18.0,14.0,3,1,10,0,8.0,136.97,0,False,True,False,True,False
2343,2.0,29.0,3,5,1,0,3.0,139.04,1,False,False,True,False,True
2344,7.0,14.0,3,5,5,0,2.0,123.62,1,False,False,True,False,False
2345,7.0,7.0,2,5,3,0,9.0,165.37,0,False,True,False,True,False
2346,6.0,15.0,2,2,3,0,9.0,187.09,0,False,True,False,False,False
2348,2.0,23.0,2,5,2,0,8.0,181.61,0,False,True,False,False,True
2349,1.0,23.0,3,5,2,0,8.0,145.58,0,False,True,False,True,False
2350,6.0,14.0,3,3,1,0,2.0,171.04,0,False,True,False,True,False
2351,25.0,16.0,4,1,5,0,4.0,145.75,0,False,False,True,True,False
2354,7.0,14.0,3,5,5,0,2.0,123.62,1,False,False,True,True,False
2355,13.0,10.0,3,4,11,0,7.0,188.89,0,False,True,False,False,False
2356,0.0,30.0,4,4,1,1,10.0,145.99,1,False,True,False,False,True
2357,25.0,14.0,3,5,10,0,4.0,129.5,0,False,False,True,False,False
2358,6.0,14.0,3,3,3,1,0.0,163.88,0,False,True,False,False,True
2359,5.0,15.0,4,1,3,0,9.0,169.24,0,False,True,False,False,True
2361,11.0,7.0,6,1,3,0,3.0,220.25,0,False,True,False,True,False
2363,15.0,7.0,3,5,3,0,8.0,208.92,0,False,False,False,False,False
2366,1.0,11.0,4,5,2,1,3.0,220.82,1,False,False,False,False,True
2368,1.0,33.0,5,3,3,1,4.0,153.14,0,False,False,True,True,False
2369,0.0,14.0,5,5,2,0,1.0,124.51,0,False,False,True,True,False
2371,11.0,18.0,4,2,3,1,8.0,246.85,0,False,False,False,True,False
2372,23.0,25.0,4,2,3,1,8.0,193.04,0,False,True,False,True,False
2374,5.0,12.0,4,5,2,0,3.0,224.36,0,False,True,False,False,True
2375,17.0,7.0,1,5,3,0,2.0,150.33,0,False,True,False,True,False
2377,1.0,7.0,5,5,7,0,1.0,167.98,0,False,True,False,False,False
2378,8.0,17.0,4,3,3,1,1.0,147.2,0,False,False,True,True,False
2380,9.0,9.0,3,3,2,0,0.0,114.2,1,False,False,True,False,True
2381,7.0,15.0,5,1,2,0,3.0,148.42,0,False,False,True,False,True
2383,23.0,13.0,5,3,4,1,13.0,264.66,0,True,False,False,True,False
2384,4.0,23.0,2,3,5,0,8.0,177.94,0,False,True,False,True,False
2386,23.0,14.0,4,4,5,0,3.0,229.66,0,False,False,False,True,False
2387,1.0,17.0,2,3,4,0,3.0,145.73,0,False,False,True,True,False
2389,4.0,15.0,3,4,2,0,8.0,206.48,0,False,False,False,True,False
2391,6.0,9.0,4,5,3,0,1.0,153.27,0,False,False,True,True,False
2392,21.0,22.0,3,3,9,0,7.0,164.39,0,False,True,False,True,False
2393,6.0,7.0,5,4,8,0,3.0,148.32,0,False,False,True,True,False
2395,19.0,6.0,3,5,7,0,7.0,134.23,0,False,False,True,False,True
2398,1.0,12.0,3,4,3,1,3.0,148.28,0,False,False,True,True,False
2400,0.0,8.0,3,5,8,0,7.0,127.07,1,False,False,True,False,False
2401,18.0,8.0,4,1,10,0,8.0,267.92,0,True,False,False,True,False
2403,15.0,34.0,4,1,1,0,4.0,145.23,0,False,True,False,True,False
2404,26.0,9.0,5,1,9,0,3.0,157.12,0,False,False,True,False,True
2405,5.0,14.0,5,3,3,0,3.0,214.43,0,False,False,False,False,False
2406,14.0,26.0,4,1,10,1,8.0,152.41,0,False,True,False,True,False
2407,9.0,13.0,1,1,5,0,2.0,120.89,0,False,False,True,True,False
2410,0.0,14.0,4,5,5,1,0.0,123.35,1,False,False,True,True,False
2411,1.0,30.0,2,1,3,1,5.0,152.25,0,False,False,True,True,False
2413,13.0,12.0,3,1,2,1,7.0,264.37,0,True,False,False,False,True
2416,0.0,8.0,5,2,6,1,2.0,134.64,1,False,False,True,False,False
2417,19.0,7.0,3,5,7,0,7.0,134.23,0,False,False,True,False,True
2418,8.0,8.0,4,4,3,0,4.0,202.74,0,False,False,False,True,False
2420,4.0,23.0,4,1,3,0,9.0,153.62,0,False,False,True,True,False
2422,8.0,9.0,4,5,2,1,3.0,170.38,0,False,True,False,False,True
2423,1.0,16.0,5,4,3,0,1.0,151.94,0,False,False,True,True,False
2424,14.0,23.0,4,1,8,1,4.0,204.45,0,False,False,False,False,True
2425,23.0,23.0,4,5,6,1,3.0,150.87,0,False,False,True,True,False
2426,6.0,6.0,4,5,4,1,2.0,127.99,0,False,False,True,False,True
2427,1.0,29.0,4,3,6,1,2.0,146.32,1,False,False,True,True,False
2428,26.0,14.0,3,2,3,0,2.0,124.5,0,False,True,False,False,True
2429,5.0,14.0,4,5,3,0,13.0,168.06,0,False,True,False,False,False
2431,9.0,15.0,3,1,2,0,4.0,120.7,0,False,False,True,True,False
2433,4.0,16.0,4,1,2,1,8.0,188.47,0,False,True,False,True,False
2437,7.0,14.0,4,4,2,0,3.0,168.02,0,False,True,False,True,False
2439,14.0,17.0,5,4,9,0,4.0,193.52,0,False,True,False,True,False
2440,0.0,10.0,4,5,2,0,3.0,142.56,0,False,True,False,False,False
2441,0.0,16.0,3,3,2,1,3.0,142.6,0,False,True,False,True,False
2442,1.0,10.0,5,1,2,0,2.0,145.45,0,False,False,True,False,True
2444,1.0,14.0,4,1,3,0,8.0,150.7,0,False,False,True,False,True
2445,0.0,14.0,4,1,2,1,0.0,124.39,1,False,False,True,False,True
2447,6.0,20.0,4,1,4,0,4.0,169.03,0,False,True,False,True,False
2448,6.0,6.0,1,5,2,0,8.0,140.37,0,False,True,False,True,False
2449,0.0,11.0,4,3,1,0,0.0,129.66,0,False,False,True,False,True
2450,4.0,23.0,4,3,10,0,3.0,178.01,0,False,True,False,True,False
2451,3.0,14.0,3,2,1,0,7.0,125.64,0,False,False,True,False,True
2452,14.0,27.0,4,1,6,0,3.0,228.22,0,False,False,False,True,False
2453,9.0,26.0,3,4,1,1,4.0,121.48,1,False,False,True,True,False
2454,0.0,21.0,3,3,8,1,7.0,236.1,1,False,False,False,False,False
2456,9.0,21.0,5,1,2,0,11.0,154.06,0,False,True,False,True,False
2457,10.0,11.0,5,2,3,0,9.0,183.1,0,False,True,False,False,True
2459,20.0,14.0,4,3,10,0,9.0,148.39,1,False,False,True,True,False
2460,25.0,18.0,5,4,5,0,4.0,256.42,0,True,False,False,False,True
2461,21.0,21.0,4,4,10,0,8.0,179.67,0,False,True,False,True,False
2462,12.0,7.0,2,3,3,0,1.0,153.44,0,False,False,True,True,False
2463,13.0,30.0,3,1,2,0,7.0,133.19,0,False,True,False,True,False
2464,9.0,8.0,5,1,2,0,1.0,178.63,0,False,True,False,True,False
2467,13.0,10.0,2,4,11,0,7.0,188.89,0,False,True,False,True,False
2468,22.0,9.0,2,4,7,0,1.0,150.59,0,False,False,True,False,True
2469,0.0,9.0,3,3,2,0,7.0,140.84,1,False,False,True,False,True
2470,13.0,7.0,5,1,3,0,9.0,252.42,0,True,False,False,True,False
2471,13.0,14.0,4,4,3,0,8.0,237.57,0,False,False,False,True,False
2472,3.0,12.0,5,4,3,1,10.0,166.87,0,False,True,False,True,False
2475,12.0,7.0,4,4,2,1,3.0,154.91,0,False,False,True,True,False
2476,4.0,8.0,4,4,3,0,8.0,162.48,0,False,False,True,True,False
2478,9.0,6.0,3,1,2,1,11.0,162.01,0,False,True,False,True,False
2479,0.0,6.0,4,5,6,0,0.0,142.98,0,False,True,False,False,False
2480,8.0,5.0,3,5,2,0,8.0,190.69,0,False,False,False,True,False
2481,1.0,15.0,4,5,3,1,1.0,148.98,1,False,False,True,True,False
2482,10.0,15.0,4,3,3,0,3.0,225.96,0,False,False,False,True,False
2483,22.0,9.0,4,5,5,0,2.0,147.89,0,False,True,False,True,False
2484,8.0,24.0,3,3,2,1,2.0,156.89,0,False,True,False,True,False
2485,1.0,19.0,4,2,3,1,1.0,150.15,1,False,False,True,False,False
2486,1.0,16.0,5,5,9,0,4.0,159.07,1,False,False,True,False,True
2487,18.0,7.0,2,5,4,0,3.0,175.33,0,False,True,False,True,False
2488,4.0,7.0,4,1,3,0,8.0,165.11,0,False,True,False,False,True
2489,12.0,9.0,4,3,8,1,2.0,155.57,0,False,False,True,False,False
2490,22.0,9.0,4,1,4,0,8.0,165.51,0,False,True,False,True,False
2491,2.0,25.0,4,3,2,0,4.0,186.2,0,False,True,False,True,False
2492,1.0,10.0,3,2,3,1,5.0,171.47,0,False,True,False,True,False
2493,1.0,7.0,3,1,2,0,2.0,127.06,0,False,False,True,True,False
2494,3.0,34.0,4,3,6,0,2.0,168.35,0,False,True,False,True,False
2495,16.0,8.0,4,1,1,0,9.0,201.69,1,False,False,False,True,False
2496,14.0,13.0,3,3,7,0,1.0,150.03,0,False,True,False,False,True
2499,18.0,35.0,3,1,6,0,3.0,134.52,0,False,False,True,False,True
2500,20.0,10.0,3,2,2,1,7.0,141.63,0,False,True,False,False,True
2501,1.0,25.0,4,3,2,1,3.0,171.14,1,False,True,False,True,False
2502,26.0,14.0,3,1,3,0,2.0,124.5,0,False,True,False,False,True
2504,21.0,6.0,1,2,3,0,1.0,268.85,0,True,False,False,False,True
2505,2.0,8.0,3,1,8,0,3.0,221.69,1,True,False,False,True,False
2507,1.0,16.0,3,4,2,0,0.0,110.52,0,False,False,True,True,False
2511,16.0,33.0,4,5,5,1,1.0,256.91,0,False,False,False,True,False
2512,1.0,8.0,4,5,2,0,7.0,153.67,0,False,False,True,False,True
2513,1.0,35.0,5,4,2,0,7.0,165.49,0,False,True,False,False,False
2516,27.0,23.0,3,3,9,0,8.0,207.39,0,False,False,False,True,False
2518,3.0,10.0,5,3,3,0,8.0,244.35,0,False,False,False,True,False
2520,3.0,13.0,3,4,1,0,2.0,129.83,0,False,False,True,False,True
2521,27.0,30.0,4,2,8,0,9.0,267.75,0,True,False,False,False,True
2523,28.0,10.0,3,3,1,1,2.0,140.35,0,False,True,False,True,False
2524,1.0,17.0,4,3,3,1,4.0,167.6,0,False,True,False,True,False
2525,9.0,11.0,3,4,9,0,7.0,159.14,0,False,True,False,False,True
2527,14.0,15.0,4,3,5,1,4.0,192.96,1,False,True,False,False,False
2528,21.0,11.0,4,2,3,1,8.0,166.63,0,False,True,False,False,True
2530,4.0,29.0,4,1,1,0,8.0,155.82,0,False,True,False,True,False
2531,13.0,9.0,4,3,2,1,2.0,126.83,1,False,False,True,True,False
2533,14.0,35.0,5,5,6,1,1.0,233.54,1,False,False,False,True,False
2534,27.0,26.0,3,3,4,0,3.0,148.69,0,False,True,False,False,True
2535,14.0,16.0,4,3,11,0,14.0,259.99,0,False,False,False,False,True
2536,2.0,34.0,4,5,2,0,4.0,137.85,0,False,False,True,False,True
2539,1.0,25.0,5,2,3,1,2.0,148.89,1,False,False,True,False,True
2541,1.0,17.0,2,3,3,0,3.0,160.05,0,False,False,True,False,True
2542,4.0,13.0,4,1,10,0,3.0,215.57,0,False,False,False,True,False
2543,8.0,28.0,2,1,3,0,8.0,178.37,0,False,True,False,False,True
2545,14.0,12.0,5,5,7,1,3.0,229.75,0,False,False,False,True,False
2548,0.0,35.0,3,3,6,0,0.0,143.06,0,False,True,False,True,False
2549,8.0,27.0,3,2,2,1,7.0,140.14,0,False,True,False,False,False
2550,16.0,10.0,2,2,4,1,4.0,177.31,0,False,True,False,False,False
2552,19.0,7.0,5,3,5,0,5.0,232.48,0,False,False,False,True,False
2553,9.0,29.0,3,1,10,0,2.0,122.01,0,False,False,True,False,True
2554,1.0,24.0,4,4,2,1,2.0,155.58,0,False,False,True,True,False
2555,4.0,9.0,6,1,4,0,3.0,185.91,0,False,True,False,False,True
2558,11.0,13.0,4,1,6,0,2.0,190.02,0,False,True,False,True,False
2559,9.0,7.0,5,5,2,0,9.0,168.12,0,False,True,False,False,True
2564,0.0,28.0,3,3,2,0,2.0,134.47,0,False,False,True,False,True
2565,0.0,32.0,4,5,6,0,1.0,166.96,1,False,True,False,False,True
2566,2.0,8.0,4,5,3,1,0.0,136.46,1,False,False,True,False,True
2567,2.0,36.0,4,5,9,1,1.0,191.73,1,False,True,False,True,False
2568,28.0,26.0,3,1,4,1,8.0,154.15,0,False,True,False,True,False
2569,2.0,6.0,3,2,2,0,1.0,179.18,0,False,False,False,False,False
2570,0.0,9.0,1,1,2,1,4.0,146.47,0,False,True,False,True,False
2572,23.0,14.0,3,4,8,0,2.0,138.75,0,False,False,True,True,False
2573,2.0,8.0,3,4,1,0,4.0,127.03,0,False,False,True,True,False
2574,0.0,24.0,3,3,1,1,2.0,146.14,1,False,True,False,True,False
2576,8.0,14.0,4,1,5,1,12.0,203.77,0,False,False,False,True,False
2577,7.0,9.0,4,1,4,1,1.0,181.03,0,False,True,False,True,False
2578,16.0,13.0,3,5,9,0,0.0,199.85,0,False,False,False,False,False
2580,13.0,20.0,3,5,2,0,2.0,146.39,0,False,True,False,True,False
2581,19.0,20.0,3,4,10,1,3.0,149.63,1,False,False,True,False,False
2582,9.0,13.0,6,2,3,0,9.0,191.46,0,False,True,False,False,True
2583,29.0,6.0,3,3,2,0,9.0,163.06,0,False,True,False,True,False
2584,9.0,15.0,3,2,2,0,1.0,122.88,0,False,False,True,False,True
2585,16.0,33.0,4,5,5,1,1.0,256.91,0,False,False,False,False,False
2586,4.0,8.0,3,3,2,1,6.0,198.52,0,False,False,False,True,False
2587,10.0,15.0,4,1,6,0,8.0,175.79,0,False,True,False,True,False
2588,1.0,12.0,4,3,3,1,3.0,159.41,1,False,False,True,False,True
2589,9.0,13.0,1,5,3,0,13.0,146.39,0,False,True,False,True,False
2590,0.0,29.0,4,3,4,1,1.0,159.16,1,False,True,False,True,False
2594,1.0,30.0,5,3,5,1,2.0,184.16,1,False,True,False,True,False
2595,13.0,26.0,3,1,5,0,1.0,203.22,0,False,False,False,True,False
2596,2.0,14.0,4,1,2,1,2.0,150.56,0,False,True,False,True,False
2597,1.0,15.0,4,1,3,0,5.0,159.45,0,False,False,True,False,True
2599,5.0,9.0,3,5,2,0,3.0,167.25,0,False,True,False,True,False
2600,0.0,14.0,3,1,1,1,2.0,123.79,0,False,False,True,False,True
2601,5.0,8.0,3,1,1,0,6.0,130.68,0,False,False,True,False,True
2602,0.0,32.0,4,3,2,1,3.0,128.14,0,False,False,True,True,False
2603,16.0,28.0,4,3,4,0,3.0,177.65,0,False,True,False,True,False
2604,4.0,6.0,3,1,9,1,5.0,159.93,1,False,True,False,False,True
2605,8.0,13.0,3,1,2,1,9.0,152.04,0,False,True,False,True,False
2606,0.0,13.0,3,4,2,0,0.0,126.79,1,False,False,True,False,True
2608,11.0,7.0,4,1,3,0,8.0,146.15,0,False,False,True,False,True
2611,11.0,9.0,3,3,4,0,2.0,128.21,0,False,False,True,False,False
2613,9.0,22.0,5,5,2,1,0.0,123.07,1,False,False,True,True,False
2614,0.0,14.0,4,3,2,1,2.0,139.89,1,False,False,True,False,True
2615,8.0,10.0,4,4,3,0,10.0,179.33,0,False,True,False,True,False
2616,5.0,7.0,6,5,3,0,8.0,175.03,0,False,True,False,True,False
2618,6.0,9.0,4,4,2,0,7.0,179.7,0,False,True,False,True,False
2619,9.0,10.0,4,1,2,0,8.0,158.1,0,False,True,False,False,True
2620,12.0,13.0,5,3,3,0,5.0,162.02,0,False,False,True,True,False
2621,0.0,29.0,3,2,2,0,2.0,128.86,0,False,False,True,True,False
2622,0.0,6.0,3,4,1,1,4.0,163.49,0,False,True,False,True,False
2623,14.0,7.0,3,1,4,0,0.0,127.82,0,False,False,True,True,False
2624,2.0,7.0,3,1,2,0,2.0,137.6,0,False,False,True,True,False
2626,4.0,11.0,3,2,1,1,3.0,148.21,0,False,False,True,False,False
2627,1.0,9.0,2,2,3,0,4.0,179.72,0,False,True,False,False,False
2628,5.0,14.0,4,4,2,1,9.0,152.28,0,False,True,False,True,False
2631,1.0,7.0,5,5,8,0,8.0,148.62,1,False,False,True,False,True
2632,6.0,20.0,5,4,3,0,3.0,159.0,0,False,False,True,True,False
2633,0.0,7.0,5,4,7,0,0.0,167.35,1,False,True,False,False,True
2634,17.0,6.0,1,5,3,0,2.0,150.33,0,False,True,False,True,False
2635,18.0,6.0,3,4,2,0,7.0,174.41,0,False,False,False,True,False
2638,25.0,21.0,4,1,6,0,8.0,174.36,0,False,True,False,True,False
2639,13.0,27.0,4,1,4,0,3.0,166.27,0,False,True,False,True,False
2641,1.0,9.0,4,5,3,1,1.0,145.74,1,False,False,True,True,False
2643,3.0,11.0,4,1,10,0,3.0,137.61,0,False,False,True,True,False
2644,11.0,8.0,3,3,7,1,1.0,130.57,0,False,False,True,False,False
2645,1.0,9.0,5,1,3,0,1.0,150.64,1,False,False,True,False,True
2646,0.0,10.0,3,5,1,1,7.0,195.82,1,False,False,False,False,True
2647,13.0,32.0,3,5,2,0,5.0,183.96,0,False,True,False,True,False
2649,2.0,23.0,4,3,3,0,5.0,146.44,0,False,False,True,False,True
2650,5.0,7.0,6,3,2,0,5.0,168.45,0,False,True,False,False,False
2652,6.0,14.0,4,1,1,0,2.0,123.42,0,False,False,True,False,True
2653,16.0,16.0,4,3,2,0,0.0,152.57,0,False,True,False,True,False
2654,2.0,15.0,4,1,1,0,2.0,139.83,0,False,False,True,False,True
2655,1.0,32.0,2,1,3,1,2.0,154.94,0,False,False,True,False,True
2656,9.0,32.0,5,1,6,0,3.0,161.81,0,False,True,False,False,True
2659,9.0,20.0,3,3,2,0,0.0,115.14,0,False,False,True,False,True
2660,8.0,7.0,4,2,3,0,9.0,151.91,0,False,False,True,False,False
2661,1.0,11.0,4,4,3,0,3.0,157.95,0,False,False,True,False,True
2662,3.0,31.0,4,4,3,1,0.0,190.94,1,False,False,False,False,True
2663,0.0,14.0,3,5,6,1,4.0,126.57,1,False,False,True,False,True
2665,5.0,19.0,4,4,2,0,2.0,134.0,0,False,False,True,True,False
2666,3.0,23.0,3,5,2,1,3.0,219.16000000000005,0,False,False,False,False,False
2669,10.0,31.0,4,2,8,0,3.0,157.31,0,False,True,False,True,False
2670,20.0,12.0,4,4,3,1,3.0,175.21,0,False,True,False,True,False
2671,9.0,6.0,3,3,2,0,1.0,112.23,0,False,False,True,False,False
2672,12.0,8.0,1,3,1,0,7.0,178.8,0,False,False,False,False,True
2674,8.0,16.0,4,3,3,0,4.0,182.14,0,False,True,False,True,False
2676,10.0,10.0,4,4,6,0,3.0,145.88,0,False,False,True,False,True
2677,4.0,13.0,2,2,5,0,7.0,169.29,0,False,True,False,False,False
2678,1.0,12.0,5,3,3,1,4.0,182.44,1,False,True,False,False,True
2679,0.0,16.0,3,5,2,0,7.0,187.93,0,False,False,False,True,False
2680,10.0,12.0,4,4,10,0,8.0,184.14,0,False,True,False,False,True
2681,9.0,14.0,2,5,10,0,3.0,217.13,0,False,False,False,False,False
2684,6.0,31.0,4,2,3,0,8.0,178.09,0,False,True,False,False,False
2688,11.0,8.0,3,3,10,0,0.0,165.53,0,False,True,False,False,False
2689,1.0,17.0,4,1,2,0,2.0,174.5,0,False,True,False,False,True
2690,6.0,8.0,3,3,2,0,4.0,136.0,0,False,False,True,True,False
2691,7.0,7.0,3,5,6,0,3.0,129.96,0,False,False,True,True,False
2692,15.0,9.0,1,1,3,1,3.0,152.31,0,False,True,False,True,False
2693,18.0,7.0,5,3,6,0,3.0,184.85,0,False,True,False,False,True
2694,8.0,7.0,2,1,2,0,3.0,222.25,0,False,True,False,True,False
2696,7.0,16.0,3,3,2,1,2.0,129.36,1,False,False,True,False,True
2699,13.0,9.0,2,3,2,0,8.0,203.8,0,False,False,False,False,True
2701,1.0,18.0,3,3,10,0,3.0,172.07,1,False,True,False,False,False
2703,10.0,10.0,5,2,6,0,3.0,221.99,0,False,False,False,False,False
2706,12.0,9.0,6,1,4,1,4.0,179.05,0,False,True,False,True,False
2707,9.0,8.0,3,4,2,0,0.0,113.93,1,False,False,True,False,True
2708,4.0,18.0,3,1,1,1,5.0,158.55,0,False,True,False,True,False
2710,1.0,9.0,5,1,2,0,2.0,164.04,0,False,False,True,False,True
2711,7.0,12.0,4,4,8,0,9.0,243.78,0,False,False,False,False,False
2714,1.0,9.0,5,2,9,0,1.0,152.85,1,False,False,True,False,True
2715,8.0,13.0,5,4,8,0,1.0,170.05,0,False,True,False,True,False
2716,10.0,17.0,4,4,7,0,8.0,198.14,1,False,False,False,True,False
2717,26.0,127.0,4,1,4,0,1.0,159.82,0,False,False,True,True,False
2718,21.0,14.0,1,4,6,0,0.0,125.59,0,False,False,True,False,True
2719,8.0,18.0,5,4,6,0,9.0,169.9,0,False,True,False,False,False
2720,0.0,14.0,2,4,2,1,2.0,123.28,0,False,False,True,True,False
2721,10.0,18.0,4,1,2,0,3.0,222.38,0,False,False,False,True,False
2722,8.0,24.0,3,2,3,0,2.0,193.62,0,False,False,False,False,True
2724,21.0,8.0,4,4,2,0,13.0,244.57,0,False,False,False,True,False
2725,3.0,27.0,4,2,3,0,3.0,146.57,0,False,False,True,False,False
2726,13.0,16.0,4,4,8,0,3.0,168.52,0,False,True,False,True,False
2728,2.0,21.0,4,3,1,1,8.0,141.93,0,False,True,False,False,True
2731,15.0,23.0,1,5,4,1,2.0,165.45,0,False,True,False,False,True
2732,0.0,35.0,5,5,9,0,2.0,149.69,1,False,True,False,False,True
2734,16.0,9.0,4,2,3,0,3.0,165.89,0,False,True,False,False,False
2735,6.0,28.0,3,4,1,0,7.0,161.46,0,False,True,False,True,False
2736,21.0,8.0,3,2,3,0,7.0,140.51,0,False,True,False,False,False
2737,4.0,30.0,6,3,3,0,10.0,151.13,0,False,False,True,True,False
2738,13.0,9.0,5,3,3,0,11.0,170.53,0,False,True,False,False,True
2739,10.0,13.0,2,5,5,1,3.0,180.62,0,False,True,False,True,False
2740,12.0,9.0,4,1,3,1,1.0,142.02,0,False,False,True,True,False
2742,0.0,14.0,4,4,2,1,0.0,124.13,1,False,False,True,True,False
2743,17.0,16.0,4,3,6,0,3.0,149.38,0,False,False,True,False,True
2747,4.0,9.0,5,1,2,0,3.0,152.2,0,False,False,True,False,True
2748,0.0,21.0,5,1,7,1,2.0,154.4,1,False,True,False,True,False
2749,23.0,15.0,5,4,3,0,8.0,176.3,0,False,True,False,True,False
2751,26.0,13.0,4,5,5,1,10.0,180.77,0,False,True,False,True,False
2752,12.0,8.0,4,4,2,1,3.0,154.91,0,False,False,True,True,False
2755,12.0,14.0,2,5,3,1,8.0,181.05,0,False,True,False,True,False
2756,9.0,15.0,3,4,7,0,2.0,120.24,0,False,False,True,True,False
2757,1.0,20.0,4,3,3,0,7.0,145.96,0,False,False,True,False,False
2761,20.0,12.0,4,1,6,1,9.0,182.72,0,False,True,False,False,True
2766,0.0,14.0,3,1,6,1,4.0,124.36,1,False,False,True,True,False
2767,4.0,16.0,5,3,3,0,9.0,147.06,0,False,False,True,False,True
2768,12.0,14.0,5,1,2,0,6.0,165.28,0,False,True,False,False,True
2769,8.0,15.0,4,5,5,0,1.0,176.21,0,False,True,False,True,False
2770,12.0,26.0,3,1,3,0,2.0,141.27,0,False,True,False,True,False
